Nom;Modèle;Marque;Capacité;RAM;Connectivité;Couleur;norm;tokens;EAN;PartNumber
+ frais de transport chrono;+ frais de transport chrono;;;;;;+ frais de transport chrono;{'de', '+', 'frais', 'chrono', 'transport'};;
Abonnement forfait convergence;Abonnement forfait convergence;;;;;;abonnement forfait convergence;{'abonnement', 'convergence', 'forfait'};;
Acompte;Acompte;;;;;;acompte;{'acompte'};;
activation de SIM;activation de SIM;;;;;;activation de sim;{'sim', 'de', 'activation'};;
Coque TPU MATT Black pour Redmi 9A / 9AT;Coque TPU MATT 9A / 9AT;Redmi;;;;Black;coque tpu matt black pour redmi 9a 9at;{'black', 'pour', 'redmi', '9a', '9at', 'matt', 'tpu', 'coque'};;
Coque TPU pour TCL 501;Coque TPU 501;TCL;;;;;coque tpu pour tcl 501;{'pour', '501', 'tcl', 'tpu', 'coque'};;
Coque TPU Transparent pour Samsung A057 A05s;Coque TPU Transparent A057 A05s;Samsung;;;;;coque tpu transparent pour samsung a057 a05s;{'pour', 'transparent', 'a05s', 'samsung', 'a057', 'tpu', 'coque'};;
Coque TPU Transparent Slim pour Redmi 9A / 9AT;Coque TPU Transparent Slim 9A / 9AT;Redmi;;;;;coque tpu transparent slim pour redmi 9a 9at;{'pour', 'transparent', 'redmi', '9a', '9at', 'slim', 'tpu', 'coque'};;
Coque TPU Transparent Ultra Slim pour Redmi 9A / 9AT;Coque TPU Transparent Ultra Slim 9A / 9AT;Redmi;;;;;coque tpu transparent ultra slim pour redmi 9a 9at;{'pour', 'transparent', 'redmi', '9a', '9at', 'slim', 'tpu', 'coque', 'ultra'};;
DIVERS;DIVERS;;;;;;divers;{'divers'};;
E-SIM;E-SIM;;;;;;e sim;{'sim', 'e'};;
écran Cyber 15;écran Cyber 15;;;;;;écran cyber 15;{'cyber', '15', 'écran'};;
écran hyper 7 pro ;écran hyper 7 pro;;;;;;écran hyper 7 pro;{'pro', '7', 'hyper', 'écran'};;
Enquête assurance ;Enquête assurance;;;;;;enquête assurance;{'enquête', 'assurance'};;
f471;f471;;;;;;f471;{'f471'};;
fold 7;fold 7;;;;;;fold 7;{'fold', '7'};;
FORCELL F-DESIGN L8X36, bracelet lanière pour téléphone portable avec longueur réglable (max. 18 cm en boucle), rose et blanc.;FORCELL F-DESIGN L8X36 bracelet lanière téléphone portable avec longueur réglable rose .;;;;;Blanc;forcell f design l8x36 bracelet lanière pour téléphone portable avec longueur réglable max. 18 cm en boucle rose et blanc.;{'18', 'blanc.', 'design', 'longueur', 'pour', 'l8x36', 'portable', 'f', 'max.', 'forcell', 'rose', 'réglable', 'en', 'boucle', 'cm', 'téléphone', 'avec', 'lanière', 'et', 'bracelet'};;
FORCELL F-DESIGN R10X40 : bracelet lanière pour téléphone portable avec longueur réglable (max. 20 cm dans le cercle) vert, rose, violet.;FORCELL F-DESIGN R10X40 : bracelet lanière téléphone portable avec longueur réglable vert rose .;;;;;Violet;forcell f design r10x40 bracelet lanière pour téléphone portable avec longueur réglable max. 20 cm dans le cercle vert rose violet.;{'r10x40', 'design', 'longueur', 'pour', 'portable', 'f', 'max.', 'forcell', 'rose', 'vert', 'réglable', 'le', 'cm', '20', 'téléphone', 'avec', 'dans', 'violet.', 'lanière', 'bracelet', 'cercle'};;
FORCELL F-DESIGN S10X165, lanière de téléphone en bandoulière avec longueur réglable (max. 82,5 cm en boucle) Black;FORCELL F-DESIGN S10X165 lanière de téléphone en bandoulière avec longueur réglable;;;;;Black;forcell f design s10x165 lanière de téléphone en bandoulière avec longueur réglable max. 82 5 cm en boucle black;{'avec', 'de', 'réglable', 'longueur', '82', 'black', 'lanière', 'en', 'boucle', 'f', 'cm', 'max.', '5', 's10x165', 'forcell', 'téléphone', 'bandoulière', 'design'};;
Forever wireless power bank WTb-100 PD QC 18W 10000 mAh with suction cups black;Forever power bank WTb-100 PD QC 18W 10000 mAh suction cups;;;;;Black;forever wireless power bank wtb 100 pd qc 18w 10000 mah with suction cups black;{'black', '100', 'pd', 'bank', 'forever', 'wireless', 'with', 'suction', '10000', 'qc', '18w', 'power', 'mah', 'cups', 'wtb'};;
Forfait Full Illimité Europe + 100 Go France + 100 Go Europe;Forfait Full Illimité Europe + France + 100 Go Europe;;100GB;;;;forfait full illimité europe + 100 go france + 100 go europe;{'europe', 'forfait', 'go', 'france', '+', 'full', 'illimité', '100'};;
Forfait Full Illimité Europe 1 GO ;Forfait Full Illimité Europe;;1GB;;;;forfait full illimité europe 1 go;{'europe', 'forfait', 'go', 'full', 'illimité', '1'};;
Forfait Full Illimité Europe 10GO;Forfait Full Illimité Europe;;10GB;;;;forfait full illimité europe 10go;{'europe', 'forfait', 'full', 'illimité', '10go'};;
Forfait Full Illimité Europe 20 GO;Forfait Full Illimité Europe;;20GB;;;;forfait full illimité europe 20 go;{'europe', 'forfait', 'go', 'full', 'illimité', '20'};;
Forfait Full Illimité Europe 50 GO ;Forfait Full Illimité Europe;;50GB;;;;forfait full illimité europe 50 go;{'europe', 'forfait', 'go', 'full', '50', 'illimité'};;
FOURNITURES DIVERS;FOURNITURES DIVERS;;;;;;fournitures divers;{'fournitures', 'divers'};;
Frais de port ;Frais de port;;;;;;frais de port;{'de', 'frais', 'port'};;
Google Nest Audio Chalk ;Nest Audio;Google;;;;Chalk;google nest audio chalk;{'google', 'nest', 'chalk', 'audio'};;
Google Nest Cam Indoor Wired White;Nest Cam Indoor Wired;Google;;;;White;google nest cam indoor wired white;{'wired', 'cam', 'google', 'indoor', 'white', 'nest'};;
Google Nest Cam Indoor Wired White (Day and Night);Nest Cam Indoor Wired;Google;;;;White;google nest cam indoor wired white day and night;{'wired', 'cam', 'day', 'google', 'night', 'and', 'indoor', 'white', 'nest'};193575029511;
Google Nest Doorbell Battery White;Nest Doorbell Battery;Google;;;;White;google nest doorbell battery white;{'doorbell', 'google', 'white', 'battery', 'nest'};;
Google Nest Hub 2nd Generation Chalk;Nest Hub 2nd Generation;Google;;;;Chalk;google nest hub 2nd generation chalk;{'hub', 'chalk', 'google', 'generation', '2nd', 'nest'};;
Google Nest Wifi Router+Pointr 2Pcs White;Nest Router+Pointr 2Pcs;Google;;;WIFI;White;google nest wifi router+pointr 2pcs white;{'router+pointr', 'wifi', 'google', 'white', '2pcs', 'nest'};;
Google Pixel 8 5G DS 8/128Gb Mint;Pixel 8 DS;Google;128GB;8;5G;Mint;google pixel 8 5g ds 8 128gb mint;{'5g', 'google', '128gb', 'mint', 'ds', 'pixel', '8'};840353926981;
Google Pixel 8 5G DS 8/128Gb Obsidian Black;Pixel 8 DS Obsidian;Google;128GB;8;5G;Black;google pixel 8 5g ds 8 128gb obsidian black;{'black', '5g', 'google', '128gb', 'obsidian', 'ds', 'pixel', '8'};;
Google Pixel 8 5G DS 8/128Gb Rose;Pixel 8 DS;Google;128GB;8;5G;Rose;google pixel 8 5g ds 8 128gb rose;{'5g', 'google', '128gb', 'ds', 'rose', 'pixel', '8'};840353926943;GA04856-GB
Google Pixel 8a 5G DS 8/128Gb Obsidian Black;Pixel 8a DS Obsidian;Google;128GB;8;5G;Black;google pixel 8a 5g ds 8 128gb obsidian black;{'black', '5g', 'google', '8a', '128gb', 'obsidian', 'ds', 'pixel', '8'};840244707934;
Google Pixel 8a 5G DS 8/128Gb Porcelaine;Pixel 8a DS;Google;128GB;8;5G;Porcelaine;google pixel 8a 5g ds 8 128gb porcelaine;{'5g', 'google', '8a', '128gb', 'ds', 'pixel', '8', 'porcelaine'};;
Google Pixel 8a 5G DS 8/256Gb Obsidian Black;Pixel 8a DS Obsidian;Google;256GB;8;5G;Black;google pixel 8a 5g ds 8 256gb obsidian black;{'black', '256gb', '5g', 'google', '8a', 'obsidian', 'ds', 'pixel', '8'};;
Google Pixel 9 5G DS 12/128Gb Obsidian;Pixel 9 DS Obsidian;Google;128GB;12;5G;;google pixel 9 5g ds 12 128gb obsidian;{'5g', '9', '12', 'google', '128gb', 'obsidian', 'ds', 'pixel'};840353919808;
Google Pixel 9 5G DS 12/128Gb Peony;Pixel 9 DS Peony;Google;128GB;12;5G;;google pixel 9 5g ds 12 128gb peony;{'5g', '9', '12', 'peony', 'google', '128gb', 'ds', 'pixel'};840353911437;
Google Pixel 9 5G DS 12/128Gb Porcelain;Pixel 9 DS;Google;128GB;12;5G;Porcelain;google pixel 9 5g ds 12 128gb porcelain;{'porcelain', '5g', '9', '12', 'google', '128gb', 'ds', 'pixel'};840353911253;
Google Pixel 9 5G DS 12/128Gb Wintergreen;Pixel 9 DS Wintergreen;Google;128GB;12;5G;;google pixel 9 5g ds 12 128gb wintergreen;{'5g', '9', '12', 'google', '128gb', 'ds', 'wintergreen', 'pixel'};840353911345;
Google Pixel 9 5G DS 12/256Gb Obsidian;Pixel 9 DS Obsidian;Google;256GB;12;5G;;google pixel 9 5g ds 12 256gb obsidian;{'256gb', '5g', '9', '12', 'google', 'obsidian', 'ds', 'pixel'};;
Google Pixel 9 5G DS 12/256Gb Peony;Pixel 9 DS Peony;Google;256GB;12;5G;;google pixel 9 5g ds 12 256gb peony;{'256gb', '5g', '9', '12', 'peony', 'google', 'ds', 'pixel'};;
Google Pixel 9 5G DS 12/256Gb Porcelain;Pixel 9 DS;Google;256GB;12;5G;Porcelain;google pixel 9 5g ds 12 256gb porcelain;{'porcelain', '256gb', '5g', '9', '12', 'google', 'ds', 'pixel'};;
Google Pixel 9 5G DS 12/256Gb Wintergreen;Pixel 9 DS Wintergreen;Google;256GB;12;5G;;google pixel 9 5g ds 12 256gb wintergreen;{'256gb', '5g', '9', '12', 'google', 'ds', 'wintergreen', 'pixel'};;
Google Pixel 9 Pro 5G DS 16/128Gb Obsidian;Pixel 9 Pro DS Obsidian;Google;128GB;16;5G;;google pixel 9 pro 5g ds 16 128gb obsidian;{'16', '5g', '9', 'pro', 'google', '128gb', 'obsidian', 'ds', 'pixel'};;
Google Pixel 9 Pro 5G DS 16/256Gb Hazel;Pixel 9 Pro DS Hazel;Google;256GB;16;5G;;google pixel 9 pro 5g ds 16 256gb hazel;{'16', '256gb', '5g', '9', 'pro', 'google', 'ds', 'pixel', 'hazel'};;
Google Pixel 9 Pro 5G DS 16/256Gb Obsidian;Pixel 9 Pro DS Obsidian;Google;256GB;16;5G;;google pixel 9 pro 5g ds 16 256gb obsidian;{'16', '256gb', '5g', '9', 'pro', 'google', 'obsidian', 'ds', 'pixel'};;
Google Pixel 9 Pro 5G DS 16/256Gb Porcelain;Pixel 9 Pro DS;Google;256GB;16;5G;Porcelain;google pixel 9 pro 5g ds 16 256gb porcelain;{'16', 'porcelain', '256gb', '5g', '9', 'pro', 'google', 'ds', 'pixel'};;
Google Pixel 9 Pro XL 5G DS 16/128Gb Obsidian;Pixel 9 Pro XL DS Obsidian;Google;128GB;16;5G;;google pixel 9 pro xl 5g ds 16 128gb obsidian;{'16', '5g', '9', 'pro', 'google', '128gb', 'obsidian', 'ds', 'xl', 'pixel'};;
Google Pixel 9 Pro XL 5G DS 16/128Gb Porcelain;Pixel 9 Pro XL DS;Google;128GB;16;5G;Porcelain;google pixel 9 pro xl 5g ds 16 128gb porcelain;{'16', 'porcelain', '5g', '9', 'pro', 'google', '128gb', 'ds', 'xl', 'pixel'};;
Google Pixel 9 Pro XL 5G DS 16/256Gb Hazel;Pixel 9 Pro XL DS Hazel;Google;256GB;16;5G;;google pixel 9 pro xl 5g ds 16 256gb hazel;{'16', '256gb', '5g', '9', 'pro', 'google', 'ds', 'xl', 'pixel', 'hazel'};;
Google Pixel 9 Pro XL 5G DS 16/256Gb Obsidian;Pixel 9 Pro XL DS Obsidian;Google;256GB;16;5G;;google pixel 9 pro xl 5g ds 16 256gb obsidian;{'16', '256gb', '5g', '9', 'pro', 'google', 'obsidian', 'ds', 'xl', 'pixel'};840353914483;
Google Pixel 9 Pro XL 5G DS 16/256Gb Porcelain;Pixel 9 Pro XL DS;Google;256GB;16;5G;Porcelain;google pixel 9 pro xl 5g ds 16 256gb porcelain;{'16', 'porcelain', '256gb', '5g', '9', 'pro', 'google', 'ds', 'xl', 'pixel'};840353914513;
Google Pixel 9 Pro XL 5G DS 16/256Gb Rose;Pixel 9 Pro XL DS;Google;256GB;16;5G;Rose;google pixel 9 pro xl 5g ds 16 256gb rose;{'16', '256gb', '5g', '9', 'pro', 'google', 'ds', 'xl', 'rose', 'pixel'};;
Google Pixel 9a 5G DS 8/128Gb Iris;Pixel 9a DS Iris;Google;128GB;8;5G;;google pixel 9a 5g ds 8 128gb iris;{'5g', 'google', '9a', '128gb', 'ds', 'pixel', '8', 'iris'};840353922372;
Google Pixel 9a 5G DS 8/128Gb Obsidian;Pixel 9a DS Obsidian;Google;128GB;8;5G;;google pixel 9a 5g ds 8 128gb obsidian;{'5g', 'google', '9a', '128gb', 'obsidian', 'ds', 'pixel', '8'};840353922273;
Google Pixel 9a 5G DS 8/128Gb Peony;Pixel 9a DS Peony;Google;128GB;8;5G;;google pixel 9a 5g ds 8 128gb peony;{'5g', 'peony', 'google', '9a', '128gb', 'ds', 'pixel', '8'};840353922433;
Google Pixel 9a 5G DS 8/128Gb Porcelain;Pixel 9a DS;Google;128GB;8;5G;Porcelain;google pixel 9a 5g ds 8 128gb porcelain;{'porcelain', '5g', 'google', '9a', '128gb', 'ds', 'pixel', '8'};;
Google Pixel 9a 5G DS 8/256Gb Iris;Pixel 9a DS Iris;Google;256GB;8;5G;;google pixel 9a 5g ds 8 256gb iris;{'256gb', '5g', 'google', '9a', 'ds', 'pixel', '8', 'iris'};;
Google Pixel 9a 5G DS 8/256Gb Obsidian;Pixel 9a DS Obsidian;Google;256GB;8;5G;;google pixel 9a 5g ds 8 256gb obsidian;{'256gb', '5g', 'google', '9a', 'obsidian', 'ds', 'pixel', '8'};840353922488;
